position_slug,position_name,description,detailed_instructions,category,difficulty_level,intimacy_level,required_flexibility,tags,benefits,tips,image_url,image_url_illustrated,thumbnail_url,video_tutorial_url,animation_url,image_file,image_illustrated_file,thumbnail_file,video_tutorial_file,animation_file,sort_order,is_premium,requires_dlc,is_active
186-brute,186 Brute,Illustrated 186 Brute position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|186|brute,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,186-brute.png,,,,,,false,true,true
187-ice-cream,187 Ice Cream,Illustrated 187 Ice Cream position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|187|ice|cream,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,187-ice-cream.png,,,,,,false,true,true
188-hero,188 Hero,Illustrated 188 Hero position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|188|hero,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,188-hero.png,,,,,,false,true,true
189-oath,189 Oath,Illustrated 189 Oath position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|189|oath,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,189-oath.png,,,,,,false,true,true
19-sprout,19 Sprout,Illustrated 19 Sprout position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|19|sprout,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,19-sprout.png,,,,,,false,true,true
190-cowboy,190 Cowboy,Illustrated 190 Cowboy position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|190|cowboy,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,190-cowboy.png,,,,,,false,true,true
191-liana,191 Liana,Illustrated 191 Liana position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|191|liana,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,191-liana.png,,,,,,false,true,true
192-dragon,192 Dragon,Illustrated 192 Dragon position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|192|dragon,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,192-dragon.png,,,,,,false,true,true
193-plumber,193 Plumber,Illustrated 193 Plumber position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|193|plumber,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,193-plumber.png,,,,,,false,true,true
194-ribbon-reverse-spoon,194 Ribbon (reverse Spoon),Illustrated 194 Ribbon (reverse Spoon) position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|194|ribbon|(reverse|spoon),Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,194-ribbon-(reverse-spoon).png,,,,,,false,true,true
195-bridge,195 Bridge,Illustrated 195 Bridge position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|195|bridge,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,195-bridge.png,,,,,,false,true,true
196-airplane,196 Airplane,Illustrated 196 Airplane position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|196|airplane,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,196-airplane.png,,,,,,false,true,true
197-spider-monkey,197 Spider Monkey,Illustrated 197 Spider Monkey position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|197|spider|monkey,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,197-spider-monkey.png,,,,,,false,true,true
198-leopard,198 Leopard,Illustrated 198 Leopard position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|198|leopard,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,198-leopard.png,,,,,,false,true,true
199-nirvana,199 Nirvana,Illustrated 199 Nirvana position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|199|nirvana,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,199-nirvana.png,,,,,,false,true,true
2-mermaid,2 Mermaid,Illustrated 2 Mermaid position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|mermaid,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,2-mermaid.png,,,,,,false,true,true
20-wall,20 Wall,Illustrated 20 Wall position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|20|wall,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,20-wall.png,,,,,,false,true,true
200-taurus,200 Taurus,Illustrated 200 Taurus position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|200|taurus,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,200-taurus.png,,,,,,false,true,true
201-fan,201 Fan,Illustrated 201 Fan position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|201|fan,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,201-fan.png,,,,,,false,true,true
202-pisces,202 Pisces,Illustrated 202 Pisces position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|202|pisces,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,202-pisces.png,,,,,,false,true,true
203-jackhammer,203 Jackhammer,Illustrated 203 Jackhammer position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|203|jackhammer,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,203-jackhammer.png,,,,,,false,true,true
204-t-square,204 T Square,Illustrated 204 T Square position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|204|square,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,204-t-square.png,,,,,,false,true,true
205-puzzle,205 Puzzle,Illustrated 205 Puzzle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|205|puzzle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,205-puzzle.png,,,,,,false,true,true
206-crucifixion,206 Crucifixion,Illustrated 206 Crucifixion position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|206|crucifixion,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,206-crucifixion.png,,,,,,false,true,true
207-piledriver,207 Piledriver,Illustrated 207 Piledriver position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|207|piledriver,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,207-piledriver.png,,,,,,false,true,true
208-cello,208 Cello,Illustrated 208 Cello position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|208|cello,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,208-cello.png,,,,,,false,true,true
209-captain,209 Captain,Illustrated 209 Captain position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|209|captain,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,209-captain.png,,,,,,false,true,true
21-speed-bump,21 Speed Bump,Illustrated 21 Speed Bump position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|21|speed|bump,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,21-speed-bump.png,,,,,,false,true,true
210-prison-guard,210 Prison Guard,Illustrated 210 Prison Guard position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|210|prison|guard,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,210-prison-guard.png,,,,,,false,true,true
211-emperor,211 Emperor,Illustrated 211 Emperor position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|211|emperor,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,211-emperor.png,,,,,,false,true,true
212-virgo,212 Virgo,Illustrated 212 Virgo position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|212|virgo,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,212-virgo.png,,,,,,false,true,true
213-staff,213 Staff,Illustrated 213 Staff position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|213|staff,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,213-staff.png,,,,,,false,true,true
214-unicorn,214 Unicorn,Illustrated 214 Unicorn position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|214|unicorn,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,214-unicorn.png,,,,,,false,true,true
215-cradle,215 Cradle,Illustrated 215 Cradle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|215|cradle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,215-cradle.png,,,,,,false,true,true
216-watch,216 Watch,Illustrated 216 Watch position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|216|watch,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,216-watch.png,,,,,,false,true,true
217-python,217 Python,Illustrated 217 Python position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|217|python,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,217-python.png,,,,,,false,true,true
218-corkscrew,218 Corkscrew,Illustrated 218 Corkscrew position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|218|corkscrew,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,218-corkscrew.png,,,,,,false,true,true
219-caramel,219 Caramel,Illustrated 219 Caramel position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|219|caramel,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,219-caramel.png,,,,,,false,true,true
22-indian-style,22 Indian Style,Illustrated 22 Indian Style position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|22|indian|style,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,22-indian-style.png,,,,,,false,true,true
220-bicycle,220 Bicycle,Illustrated 220 Bicycle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|220|bicycle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,220-bicycle.png,,,,,,false,true,true
221-helicopter,221 Helicopter,Illustrated 221 Helicopter position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|221|helicopter,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,221-helicopter.png,,,,,,false,true,true
222-orchid,222 Orchid,Illustrated 222 Orchid position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|222|orchid,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,222-orchid.png,,,,,,false,true,true
223-zeus,223 Zeus,Illustrated 223 Zeus position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|223|zeus,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,223-zeus.png,,,,,,false,true,true
224-scissor,224 Scissor,Illustrated 224 Scissor position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|224|scissor,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,224-scissor.png,,,,,,false,true,true
225-elephant,225 Elephant,Illustrated 225 Elephant position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|225|elephant,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,225-elephant.png,,,,,,false,true,true
226-london-bridge,226 London Bridge,Illustrated 226 London Bridge position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|226|london|bridge,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,226-london-bridge.png,,,,,,false,true,true
227-spiderman,227 Spiderman,Illustrated 227 Spiderman position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|227|spiderman,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,227-spiderman.png,,,,,,false,true,true
228-spring,228 Spring,Illustrated 228 Spring position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|228|spring,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,228-spring.png,,,,,,false,true,true
229-eiffel-tower,229 Eiffel Tower,Illustrated 229 Eiffel Tower position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|229|eiffel|tower,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,229-eiffel-tower.png,,,,,,false,true,true
23-book,23 Book,Illustrated 23 Book position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|23|book,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,23-book.png,,,,,,false,true,true
230-downward-dog,230 Downward Dog,Illustrated 230 Downward Dog position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|230|downward|dog,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,230-downward-dog.png,,,,,,false,true,true
